id,file_platform,file_language,file_name,text,labels,binary_labels
24,stormfront,en,gibert2018en.csv,Randy Blazak is an `` expert '' all right--he teaches `` Sociology of Star Trek '' --a credited class students actually pay for .,['none'],0.0
25,stormfront,en,gibert2018en.csv,No wonder young people ca n't get jobs .,['none'],0.0
26,stormfront,en,gibert2018en.csv,They take underwater basket weaving courses and they have no worthwhile skills on account of angry still my favorite comment .,['none'],0.0
27,stormfront,en,gibert2018en.csv,"Old Tarzan movies , `` Zulu '' , and `` King Kong '' have many such images .",['none'],0.0
28,stormfront,en,gibert2018en.csv,National Geographic magazines in the 1950s and early 1960s are replete with color photos of African villagers .,['none'],0.0
29,stormfront,en,gibert2018en.csv,Dr. Albert Schweitzer 's two-hour documentary from 1958 was shown in movie theaters everywhere .,['none'],0.0
30,stormfront,en,gibert2018en.csv,I think VHS tapes are available at Amazon .,['none'],0.0
31,stormfront,en,gibert2018en.csv,Their gods often had pale skin and blue eyes but I suppose literacy is n't valued highly by their cultural intelligencia .,['hate'],1.0
32,stormfront,en,gibert2018en.csv,When the girl starts talking the guy in the middles lips start moving .,['none'],0.0
33,stormfront,en,gibert2018en.csv,"He was checking her lines , bad actors ca n't help themselves from doing this .",['none'],0.0
34,stormfront,en,gibert2018en.csv,This whole situation starts to become really bizarre .,['none'],0.0
35,stormfront,en,gibert2018en.csv,I was a Right Sector supporter but it starts to sound as if they are in fact just Israeli agents ......,['none'],0.0
36,stormfront,en,gibert2018en.csv,I do n't know who to support anymore ................,['none'],0.0
37,stormfront,en,gibert2018en.csv,I've read many post on here saying Israel gives training to US law enforcement .,['none'],0.0
38,stormfront,en,gibert2018en.csv,I remember after the Boston Marathon bombings watching Fox News and they said law enforcement was consulting Israel for advice .,['none'],0.0
39,stormfront,en,gibert2018en.csv,I believe his dog would like to get as far away from him as possible !,['none'],0.0
40,stormfront,en,gibert2018en.csv,Free North Carolina : Peterson 's particulars VikingInMe,['none'],0.0
41,stormfront,en,gibert2018en.csv,"So according to section C , what few jobs there are in our areas will be given to these people as well Thanks for posting this .",['none'],0.0
42,stormfront,en,gibert2018en.csv,Greece need a man like Adolf Hitler and now is the perfect time to start a national political movement to free Your country from the zionist bankers,['hate'],1.0
43,stormfront,en,gibert2018en.csv,The image below is for the First Week of March 2011. freeman in court - judge bows to Sovereign - Canada YouTube - freeman in court - judge bows to Sovereign - Canada,['none'],0.0
44,stormfront,en,gibert2018en.csv,I do n't watch T.V. or Hollywood movies .,['none'],0.0
45,stormfront,en,gibert2018en.csv,I know of Chris Rock and subsequently have hated him for a long time .,['none'],0.0
46,stormfront,en,gibert2018en.csv,He is a pathetic little chimp .,['hate'],1.0
47,stormfront,en,gibert2018en.csv,Declaring war on the innocent White Population of any nation could easily be justified by anyone who was not a White Nationalist .,['none'],0.0
48,stormfront,en,gibert2018en.csv,"Seekers of Truth , Start out by watching the `` Benjamin Freedman Speaks '' video @ youtube .",['none'],0.0
49,stormfront,en,gibert2018en.csv,"com/watch ? v = hXBcyX97jGM then move on to watching , `` The Loss of Liberty '' film @ youtube .",['none'],0.0
50,stormfront,en,gibert2018en.csv,com/watch ? v = kBD6Gm6VoDM Then watch 8 min. Obama at AIPAC @ youtube .,['none'],0.0
51,stormfront,en,gibert2018en.csv,com/watch ? v = KrdyCxpB4fs And then the entire Myron Fagan video @ youtube .,['none'],0.0
52,stormfront,en,gibert2018en.csv,com/watch ? v = 6OK6ks7BSOY For a FREE informative BOOKLET & video on the Zionist-engineered INTENTIONAL destruction of White people go to : youtube .,['none'],0.0
53,stormfront,en,gibert2018en.csv,com/watch ? v = n663eVTSyS8,['none'],0.0
54,stormfront,en,gibert2018en.csv,Note!,['none'],0.0
55,stormfront,en,gibert2018en.csv,"Wntube is now .net , not .com.",['none'],0.0
56,stormfront,en,gibert2018en.csv,They have improved the site .,['none'],0.0
57,stormfront,en,gibert2018en.csv,Please contribute and/or donate .,['none'],0.0
58,stormfront,en,gibert2018en.csv,http://www.wntube.net/play.php ? vid = 1428 & code = 108,['none'],0.0
59,stormfront,en,gibert2018en.csv,Try El Paso Texas Soo much mudd invasion that the river is the same color as those playing/crossing in it .. year round !,['hate'],1.0
60,stormfront,en,gibert2018en.csv,Welcome to the front lines ...,['none'],0.0
61,stormfront,en,gibert2018en.csv,"Folk , Faith , Family Hail Victory !!",['none'],0.0
62,stormfront,en,gibert2018en.csv,"Here is a video of the event that is worth watching just to see a beautiful White lady screaming `` scum , scum , scum , f * * * ing scum !!! '' at the muslim filth .",['hate'],1.0
63,stormfront,en,gibert2018en.csv,Protesters Clash during Military Parade in Barking,['none'],0.0
64,stormfront,en,gibert2018en.csv,Does this not show how stupid these folks can be ?,['none'],0.0
65,stormfront,en,gibert2018en.csv,"Let 's order a pizza to be delivered where we are and then try to assault the driver , no one will know how to catch us .",['none'],0.0
66,stormfront,en,gibert2018en.csv,Nice to know that are still a few men out there who `` have a pair '' .,['none'],0.0
67,stormfront,en,gibert2018en.csv,Your courage and honestly are apprecated .,['none'],0.0
68,stormfront,en,gibert2018en.csv,Jesus Christ is Lord indeed .,['none'],0.0
69,stormfront,en,gibert2018en.csv,Y' all have a nice day .,['none'],0.0
70,stormfront,en,gibert2018en.csv,"I suppose the concept of a male cow and a female cow producing MORE cows , and the repeating process is too much for them to understand .",['hate'],1.0
71,stormfront,en,gibert2018en.csv,May they all get mad cow disease .,['hate'],1.0
72,stormfront,en,gibert2018en.csv,The sooner the better .,['none'],0.0
73,stormfront,en,gibert2018en.csv,"Yeah, but no one will ever hear of this .",['none'],0.0
74,stormfront,en,gibert2018en.csv,Instead we are left to shed a tear for the black kids killed in a church bombing 40 years ago .,['none'],0.0
75,stormfront,en,gibert2018en.csv,That's all I needed to hear .,['none'],0.0
76,stormfront,en,gibert2018en.csv,* Unsubscribed * Off to the SA threads .,['none'],0.0
77,stormfront,en,gibert2018en.csv,There are White folks that require a little of our time .,['none'],0.0
78,stormfront,en,gibert2018en.csv,I guess Mr. Pena forgot about the black speed skater who won the gold and is being glorified on NBC every 5 minutes .,['none'],0.0
79,stormfront,en,gibert2018en.csv,I'm sad to find this out right now but I 'm also sorry to inform you that Kevin was killed several years ago .,['none'],0.0
80,stormfront,en,gibert2018en.csv,http://www.visioncircle.org/archive/003870.html,['none'],0.0
81,stormfront,en,gibert2018en.csv,I'm having a hard time believing this .,['none'],0.0
82,stormfront,en,gibert2018en.csv,I have 2 friends in CS and neither has EVER worked with a black .,['none'],0.0
83,stormfront,en,gibert2018en.csv,"All their coworkers are white , NE asian or indian/paki , except one guy worked with a mestizo for a few weeks on a project .",['none'],0.0
84,stormfront,en,gibert2018en.csv,"Hundreds of people , but no blacks !",['none'],0.0
85,stormfront,en,gibert2018en.csv,"I also attended a Masters/PhD graduation ceremony at a major state university a few years ago - none of the CS degrees were awarded to blacks. [ a couple computer degrees went to blacks , but they were in IT with a focus on internet marketing/web-commerce ] So where are all these black computer geniuses hiding ?",['none'],0.0
86,stormfront,en,gibert2018en.csv,"Over and over , you hear about home-schooled kids beating out public school kids for spelling bees .",['none'],0.0
87,stormfront,en,gibert2018en.csv,"Unfortunately , there are some poor White families where both parents work .",['none'],0.0
88,stormfront,en,gibert2018en.csv,"Perhaps if a school district has only a few White families left , they could get together and each parent could teach the kids one day per week .",['none'],0.0
89,stormfront,en,gibert2018en.csv,The parents who could n't teach on weekdays could teach on Saturday .,['none'],0.0
90,stormfront,en,gibert2018en.csv,That was me .,['none'],0.0
91,stormfront,en,gibert2018en.csv,I have no intention of ever setting foot in Mexico so I 'll have to take your word for it .,['none'],0.0
92,stormfront,en,gibert2018en.csv,Excellent Article !! * * * * * Why Were n't They In Jail ?,['none'],0.0
93,stormfront,en,gibert2018en.csv,"Three of the four suspects in the death of a 12-year-old Moore County girl were repeat offenders , free on probation .",['none'],0.0
94,stormfront,en,gibert2018en.csv,Steve Reed Reporter Three of the suspects charged with the murder of a 12-year old Moore County girl were given suspended sentences for other crimes and were free on probation at the time of her slaying .,['none'],0.0
95,stormfront,en,gibert2018en.csv,"Perry Ross Schiro , 19 , of Harnett County was charged yesterday with murder in the Sept. 21 shooting death of Emily Elizabeth Haddock .",['none'],0.0
96,stormfront,en,gibert2018en.csv,He is the fourth suspect to be charged with her murder .,['none'],0.0
97,stormfront,en,gibert2018en.csv,"Also charged are Sherrod Nicholas Harrison , 19 , Michael Graham Currie , 18 , and Van Roger Smith , 16 , all of Cameron in Harnett County .",['none'],0.0
98,stormfront,en,gibert2018en.csv,"Two of the suspects , Mr. Harrison and Mr. Currie , were repeat probation violators .",['none'],0.0
99,stormfront,en,gibert2018en.csv,Only Mr. Smith had no prior criminal record .,['none'],0.0
100,stormfront,en,gibert2018en.csv,"Mr. Schiro , the latest suspect to be charged in the killing , was arrested when a .22-caliber handgun , possibly the murder weapon , was found in his car .",['none'],0.0
101,stormfront,en,gibert2018en.csv,"He was also charged with burglary , larceny and possession of stolen property .",['none'],0.0
102,stormfront,en,gibert2018en.csv,All four suspects are being held without bond in the Moore County Jail .,['none'],0.0
103,stormfront,en,gibert2018en.csv,The Rest Of The Story,['none'],0.0
104,stormfront,en,gibert2018en.csv,"Nevermind, found the new page Knew it had to be a groid .... any report of rape ?",['hate'],1.0
105,stormfront,en,gibert2018en.csv,Surprised it came back so fast ...,['none'],0.0
106,stormfront,en,gibert2018en.csv,http://www.wral.com/news/local/story/1850536/,['none'],0.0
107,stormfront,en,gibert2018en.csv,"Obama has membership in Prince Hall ( for blacks ) lodge and will become the next president , according to this guy : [ youtube = http://www.youtube.com/watch ? v = _ nLfRsReGII ] Zagami [ /youtube ]",['none'],0.0
108,stormfront,en,gibert2018en.csv,they act as if negros with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy,['hate'],1.0
109,stormfront,en,gibert2018en.csv,Good.,['none'],0.0
110,stormfront,en,gibert2018en.csv,I hope they all starve .,['hate'],1.0
111,stormfront,en,gibert2018en.csv,No white person should send a single penny or lift a single finger to help them .,['hate'],1.0
112,stormfront,en,gibert2018en.csv,"He's a retarded feral negro ( yes , feral humans who cannot talk occasionally pop up , having been abandoned as children. ) .",['hate'],1.0
113,stormfront,en,gibert2018en.csv,"He walks upright , and has human arms and legs .",['hate'],1.0
114,stormfront,en,gibert2018en.csv,I 've seen negroes who look ( and undoubtedly act ) like him .,['hate'],1.0
115,stormfront,en,gibert2018en.csv,http://www.occultopedia.com/f/feral_children.htmhttp://www.ling.lancs.ac.uk/chimp/la...E4/4kamala.htmhttp://www.occultopedia.com/w/wildpeter.htm Aragorn,['none'],0.0
116,stormfront,en,gibert2018en.csv,"Again, every time I will see filthy comment about Georgia without providing any facts , I will respond .",['none'],0.0
117,stormfront,en,gibert2018en.csv,I will respond until Armenian scum will stop,['hate'],1.0
118,stormfront,en,gibert2018en.csv,"The reason large white families were encouraged those days was to build up the population of white Germans , which were ravaged by the jewish attacks at them during WW1 and in hyperinflation 1920 's .",['none'],0.0
119,stormfront,en,gibert2018en.csv,I see a nation where I can walk out my front door and not feel like a minority in my own country .,['none'],0.0
120,stormfront,en,gibert2018en.csv,Where a white woman can go about in public and not fear assault by muds .,['hate'],1.0
121,stormfront,en,gibert2018en.csv,"No, I see that as giving up .",['none'],0.0
122,stormfront,en,gibert2018en.csv,"I hope one day to proudly say again that I am an American , when we take this country back .",['none'],0.0
123,stormfront,en,gibert2018en.csv,BTL,['none'],0.0
124,stormfront,en,gibert2018en.csv,"OK, I have been through some of the other threads on this section about NS and watched a few videos on YT .",['none'],0.0
125,stormfront,en,gibert2018en.csv,It has obviously been misunderstood and i would been keen to learn more .,['none'],0.0
126,stormfront,en,gibert2018en.csv,I retract - always .... Always because an animal lacks the skills to properly raise a ( half ) human child .,['hate'],1.0
127,stormfront,en,gibert2018en.csv,I apologize for my ignorance .,['none'],0.0
128,stormfront,en,gibert2018en.csv,Baby steps .,['none'],0.0
129,stormfront,en,gibert2018en.csv,"I do n't think anyone is insinuating that we are equal to non whites , or that we would ignore white nations .",['none'],0.0
130,stormfront,en,gibert2018en.csv,When most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo .,['hate'],1.0
131,stormfront,en,gibert2018en.csv,These people have no idea about who they are or where they came from and any knowledge that they do have has guilt attached to it .,['none'],0.0
132,stormfront,en,gibert2018en.csv,If whites did have some knowledge and a little more recognition was put out there I think most of them would feel a little more pride of who they are and stick to the white race .,['none'],0.0
133,stormfront,en,gibert2018en.csv,There should not be problems between the different classes inside the race white since we are all whites they should be joined to fight against non-whites they are our enemies .,['hate'],1.0
134,stormfront,en,gibert2018en.csv,If a person is white and he is a Christian or a Pagan then i consider him as my brother or sister no matter whatever profession he is into .,['none'],0.0
135,stormfront,en,gibert2018en.csv,Can you give any examples of progress made by skinheads or the Klan ?,['none'],0.0
136,stormfront,en,gibert2018en.csv,Seems to me they are in precipitous decline .,['none'],0.0
137,stormfront,en,gibert2018en.csv,Ive been around here for four years and seen almost no class divide .,['none'],0.0
138,stormfront,en,gibert2018en.csv,"I dont really like even talking about it , because I fear we will create a division where there is none .",['none'],0.0
139,stormfront,en,gibert2018en.csv,Black ``women''on London transport ...,['hate'],1.0
140,stormfront,en,gibert2018en.csv,"Racist woman rant in London part 1 - YouTube ORIGINAL Racist Black Girls Fighting , South London Railway Balham to Mitcham 18.11.2011 - YouTube",['none'],0.0
141,stormfront,en,gibert2018en.csv,"[QUOTE=Trotis;10497843]Isn't South African chocolate made by overseas companies based in SA ? ( British and Swiss ) Would a `` Mars bar '' taste different made in SA compared to one in England ? / QUOTE ] I would have thought so too , but the stuff tastes different .",['none'],0.0
142,stormfront,en,gibert2018en.csv,I think it has something to do with the type of sugar or where the sugar was originally grown .,['none'],0.0
143,stormfront,en,gibert2018en.csv,BTW - I do n't recall seeing a Mars Bar in S.A ?,['none'],0.0
144,stormfront,en,gibert2018en.csv,I never drink diet anything either because of the aspartame and water is for the fish .,['none'],0.0
145,stormfront,en,gibert2018en.csv,"I try to avoid the GMO stuff too , but since they do n't label the stuff it 's hard to do .",['none'],0.0
146,stormfront,en,gibert2018en.csv,And then you need to avoid High Fructose Corn Syrup - bad for you and made from GM corn .,['none'],0.0
147,stormfront,en,gibert2018en.csv,You also need to avoid anything Soya .,['none'],0.0
148,stormfront,en,gibert2018en.csv,And then there is the pesticides on your fresh ( ? ) fruit and veggies .,['none'],0.0
149,stormfront,en,gibert2018en.csv,And the non-edible chemicals in the processed and sometimes not so processed food .,['none'],0.0
150,stormfront,en,gibert2018en.csv,In the end the only safe thing to eat is grass if you are lucky enough to have your own garden ( or grow your own food if you have the space ) and hope to hell the government here does n't do chemical spraying .,['none'],0.0
151,stormfront,en,gibert2018en.csv,"Hell , the way we are deliberately poisoning ourselves I 'm surprised we have lasted this long !",['none'],0.0
152,stormfront,en,gibert2018en.csv,"If not kept in check , we may very will be living in an actual Planet of the Apes soon .",['hate'],1.0
153,stormfront,en,gibert2018en.csv,YouTube - & #x202a ; Kenya - Hacked to death by panga in front of film crew & #x202c ; & rlm ;,['none'],0.0
154,stormfront,en,gibert2018en.csv,Racist attack by blacks on a young white girl in France .,['none'],0.0
155,stormfront,en,gibert2018en.csv,Negro holding the camera laughs with glee : Dailymotion - Agression raciste contre une jeune fille blanche - France - une vidéo News & Politics,['none'],0.0
156,stormfront,en,gibert2018en.csv,What happens when Popeye 's runs out of chicken YouTube - Popeyes Freakout ( Ghetto Vers .,['none'],0.0
157,stormfront,en,gibert2018en.csv,"2.0 ) * Does contain alot of profanity , so you have been forewarned *",['none'],0.0
158,stormfront,en,gibert2018en.csv,Negro rainforest `` music ''.,['none'],0.0
159,stormfront,en,gibert2018en.csv,"( If you click the video , the video comments are full of self-hating whites ) : YouTube - BAKA RAINFOREST PEOPLE YODELLERS",['none'],0.0
160,stormfront,en,gibert2018en.csv,What the ...,['none'],0.0
161,stormfront,en,gibert2018en.csv,"Non-Muslim Michigan High School students wear hijabs in school for class lesson to `` explore religion and identity '' | Pamela Geller , Atlas Shrugs",['none'],0.0
162,stormfront,en,gibert2018en.csv,I have n't been able to finish watching even one of these videos .,['none'],0.0
163,stormfront,en,gibert2018en.csv,As soon as I hear them uttering their monkey gibberish I feel like smashing my computer screen with my fist .,['hate'],1.0
164,stormfront,en,gibert2018en.csv,That would be too expensive .,['none'],0.0
165,stormfront,en,gibert2018en.csv,Thanks.,['none'],0.0
166,stormfront,en,gibert2018en.csv,I hope this will catch on like the 14 words .,['none'],0.0
167,stormfront,en,gibert2018en.csv,If anyone wants to post it in other forums feel free to do so .,['none'],0.0
168,stormfront,en,gibert2018en.csv,"It is very hard for average Whites to see their own disenfranchisement , let alone realize that it is planned .",['none'],0.0
169,stormfront,en,gibert2018en.csv,This is because much of the disenfranchisement is by way of destroying White cultural identity and pride .,['none'],0.0
170,stormfront,en,gibert2018en.csv,So contributing and participating in any way to opportunities to instill pride in White ethnic heritage and even White American ethnic heritage will go a long way in helping them recognize what is being taken away .,['none'],0.0
171,stormfront,en,gibert2018en.csv,Pffffft!,['none'],0.0
172,stormfront,en,gibert2018en.csv,"Ive seen that crap too , and thought WTF ?",['none'],0.0
173,stormfront,en,gibert2018en.csv,I can picture him as that baby monkey on the ' save the rainforest comercial or whatever,['hate'],1.0
174,stormfront,en,gibert2018en.csv,The only thing holding us back are our traitors and the 40billion anti-european people of the earth that flourished on our technology .,['none'],0.0
175,stormfront,en,gibert2018en.csv,"Thanks for saving the picture but the one I saw was a black guy looking at a laptop and a White girl sitting next to him , laughing and hanging on him also looking at the laptop but they did n't show what was on the laptop .",['none'],0.0
176,stormfront,en,gibert2018en.csv,They were in a living room sitting on the couch implying that they were a couple .,['none'],0.0
177,stormfront,en,gibert2018en.csv,Its really sad how so many whites just don`t even care and there actually happy that this is coming to be .,['none'],0.0
178,stormfront,en,gibert2018en.csv,There's more sex and sleaze condensed on the shelves of the check out line than you 'll get in 2 hours of TV - and 2 hours of TV is lethal to your spirit !,['none'],0.0
179,stormfront,en,gibert2018en.csv,"And her husband is Tom Brady , this good-looking White Nordic guy : Here 's a photo of them with their ( white ) children :",['none'],0.0
180,stormfront,en,gibert2018en.csv,I actually celebrate Black History Month .,['none'],0.0
181,stormfront,en,gibert2018en.csv,I have a dream - one of these days Black occupation of America will be history !,['hate'],1.0
182,stormfront,en,gibert2018en.csv,"Pathological killers , they are .",['hate'],1.0
183,stormfront,en,gibert2018en.csv,Jews have been poisoning wells since Biblical times .,['hate'],1.0
184,stormfront,en,gibert2018en.csv,No wonder we are in such bad shape with this tribe in charge of the White House and Congress .,['hate'],1.0
185,stormfront,en,gibert2018en.csv,The Jew represents the snake .,['hate'],1.0
186,stormfront,en,gibert2018en.csv,All you need is to cut off it 's head and the rest of the problems will crumble away with ease,['hate'],1.0
187,stormfront,en,gibert2018en.csv,"I hate to see such beautiful white females become victims of these sick , violent merciless animals .",['hate'],1.0
188,stormfront,en,gibert2018en.csv,Separation is the only answer !,['hate'],1.0
189,stormfront,en,gibert2018en.csv,White Power !,['none'],0.0
190,stormfront,en,gibert2018en.csv,White Americans and White Europeons have too few children .,['none'],0.0
191,stormfront,en,gibert2018en.csv,Other than the Amish no other group of whites have large families .,['none'],0.0
192,stormfront,en,gibert2018en.csv,Honestly the better idea is private schools for our people ; the average parent is a poor teacher .,['none'],0.0
193,stormfront,en,gibert2018en.csv,The muslims have ultra strict racialist private schools the world over ; why do n't whites ?,['none'],0.0
194,stormfront,en,gibert2018en.csv,While they are in prison the kikes should get the same food the regular prison population gets ...,['hate'],1.0
195,stormfront,en,gibert2018en.csv,Who the hell cares if its not kosher ...,['hate'],1.0
196,stormfront,en,gibert2018en.csv,This is n't the local 4 diamond Hilton situated on some sunny beach ...,['none'],0.0
197,stormfront,en,gibert2018en.csv,"i've felt anger when i 've read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i 'm from europe and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them !",['hate'],1.0
198,stormfront,en,gibert2018en.csv,We dont care about Alaska while it is not white land .,['none'],0.0
199,stormfront,en,gibert2018en.csv,We are more concerned about ZOG controlling US and Russia .,['hate'],1.0
200,stormfront,en,gibert2018en.csv,"Why do n't White Europeans and Americans grow a set of balls , and deport these Black and brown animals from their countries ?",['hate'],1.0
201,stormfront,en,gibert2018en.csv,"Another EuroRus update , more video and photos ! [ gvideo ] http://video.google.com/videoplay ? docid = 5268894597794277031 [ /gvideo ] A Fascinating Conversation Between Dr. Alfred Vierling & Dr. Duke !",['none'],0.0
202,stormfront,en,gibert2018en.csv,"Kris Roman , Jan Kristel , Dr. Alfred Vierling , Dr. David Duke , Thiery Van Roy , Frederik Ranson , Andreas Thierry , Stephanos Gekas .",['none'],0.0
203,stormfront,en,gibert2018en.csv,Robert Steuckers and Dr. David Duke Gunther Van Den Eynde en Dr. David Duke Euro-Rus 2008 !,['none'],0.0
204,stormfront,en,gibert2018en.csv,"Euro-Rus Евро-Русь For a great Europe , from Gibraltar to Vladivostok !",['none'],0.0
205,stormfront,en,gibert2018en.csv,http://www.eurorus.org/,['none'],0.0
206,stormfront,en,gibert2018en.csv,What would you have done instead ?,['none'],0.0
207,stormfront,en,gibert2018en.csv,"Ignore the genocide on Serbs , turn your back on your own people .",['none'],0.0
208,stormfront,en,gibert2018en.csv,Then you are a traitor .,['none'],0.0
209,stormfront,en,gibert2018en.csv,"Ivan Ivanovich Shishkin , January 25 , 1832 March 20 , 1898 ( Иван Иванович Шишкин ) Felling of Forest , 1867 Landscape with a Lake At the Seashore , 1890 ( sketch ) Birch Grove , 1896 View at a Neighborhood of Petersburg , 1856 Swiss Landscape , 1866 Forest on the Eve of Thunderstorm , 1872 Oak Forest in a Grey day , 1873 ( sketch ) Swamp .",['none'],0.0
210,stormfront,en,gibert2018en.csv,"Woodlands , 1890 Rain in an Oak Forest , 1891",['none'],0.0
211,stormfront,en,gibert2018en.csv,"Finns mixed with swedes and got blond hair and blue eyes , but ethnical finn look like tatar : dark hair , dark eyes , short height , round face .",['none'],0.0
212,stormfront,en,gibert2018en.csv,The reasons : Alcoholism takes around 150000 lives every year .,['none'],0.0
213,stormfront,en,gibert2018en.csv,Aids - around 20000 every year .,['none'],0.0
214,stormfront,en,gibert2018en.csv,Emmigration - around 50000-100000 per year .,['none'],0.0
215,stormfront,en,gibert2018en.csv,Heart diseases - around 100000 per year .,['none'],0.0
216,stormfront,en,gibert2018en.csv,High mortality rate - like country is at war .,['none'],0.0
217,stormfront,en,gibert2018en.csv,Lowest birthrate in world .,['none'],0.0
218,stormfront,en,gibert2018en.csv,"http://www.guardian.co.uk/russia/art...772175,00.html Attaboy , Putin .",['none'],0.0
219,stormfront,en,gibert2018en.csv,"If I were in the audience , I 'd clap till my hands were numb .",['none'],0.0
220,stormfront,en,gibert2018en.csv,That 's telling worthless s.o.b.s like Cheney what they can do with their cheap words and crocodile tears .,['none'],0.0
221,stormfront,en,gibert2018en.csv,I have long loved Tchaikovsky ballets and Mussorgsky operas and now I enjoy Russian traditional music as well .,['none'],0.0
222,stormfront,en,gibert2018en.csv,"I just bought two CD 's featuring the Russian Radio Chorus Orchestra , Orchestra Vladimir Avramow , and St. Petersburg Balaika Ensemble playing such songs as St. Petersburg , Why Should I Be Sad , Dark Night , The Long Way , Wolga , So Many Days , Nastassja , Two Guitars , Fields , Hai-Da Trojka , Bandura , Tschubtschik , Troika , The Cossack , Our Little Village , Stenka Rasin , and many others .",['none'],0.0
223,stormfront,en,gibert2018en.csv,"I was recently in Zaporojie , Ukraine , which has a famous Cossack enclave , where I had the opportunity to dine at a Cossack restaurant and listen to traditional Cossack music played live .",['none'],0.0
224,stormfront,en,gibert2018en.csv,Listening to this music brings back memories of all my visits to Russia and Ukraine .,['none'],0.0
225,stormfront,en,gibert2018en.csv,Oh so we cannot post on this subject because at this moment in time we are not in the same AREA as you .... WHATEVER So I will wait maybe untill next spring when I go to LODZ And JP should wait untill he starts school this winter in Bratislava THEN can we post ?? ......... PLEASE SIR,['none'],0.0
226,stormfront,en,gibert2018en.csv,"I keep telling people about things like this , and they never believe me .",['none'],0.0
